iteration,scale_type,d_value
2586,True Scale,0.25753363669389384
2587,Coded (1-5),0.7873495729248561
2587,True Scale,0.6781473089459681
2588,Coded (1-5),1.1337612394573562
2588,True Scale,0.888096851145803
2589,Coded (1-5),0.9227117048218104
2589,True Scale,0.6404034735129784
2590,Coded (1-5),0.8600746347919098
2590,True Scale,0.5912293592138169
2591,Coded (1-5),0.7025656013693687
2591,True Scale,0.46400052069589004
2592,Coded (1-5),0.7681048802827757
2592,True Scale,0.6141291359438351
2593,Coded (1-5),1.0865966778946128
2593,True Scale,0.8816099381245971
2594,Coded (1-5),0.8464290939324312
2594,True Scale,0.6279979291496341
2595,Coded (1-5),0.9423884549377717
2595,True Scale,0.6481123202930797
2596,Coded (1-5),1.0570948444947947
2596,True Scale,0.8845596951363786
2597,Coded (1-5),0.7858457164818717
2597,True Scale,0.68582007435271
2598,Coded (1-5),0.8253310878063669
2598,True Scale,0.6552545823771775
2599,Coded (1-5),0.8801113716400134
2599,True Scale,0.6945591890939499
2600,Coded (1-5),1.1170391709088485
2600,True Scale,0.754643182339557
2601,Coded (1-5),0.9515712295346304
2601,True Scale,0.6848873165019773
2602,Coded (1-5),1.1223929839067395
2602,True Scale,0.9348911393696854
2603,Coded (1-5),0.8917730707792539
2603,True Scale,0.6308426241938996
2604,Coded (1-5),0.9143303560529967
2604,True Scale,0.6838058721934895
2605,Coded (1-5),1.2167185996512513
2605,True Scale,0.9477966433403922
2606,Coded (1-5),0.9232700844757323
2606,True Scale,0.6304960995425374
2607,Coded (1-5),0.9598100781186575
2607,True Scale,0.7635583969966182
2608,Coded (1-5),1.0080530216838963
2608,True Scale,0.7552375091572446
2609,Coded (1-5),0.6975810588723241
2609,True Scale,0.6069951486383103
2610,Coded (1-5),0.7785955793346238
2610,True Scale,0.6128166992976698
2611,Coded (1-5),0.9535208295712713
2611,True Scale,0.8172214813757135
2612,Coded (1-5),0.8132402545228149
2612,True Scale,0.49665115678425786
2613,Coded (1-5),1.083480788201252
2613,True Scale,0.8990985691345579
2614,Coded (1-5),0.6759339982307766
2614,True Scale,0.41171733297265906
2615,Coded (1-5),0.9288592810014843
2615,True Scale,0.8179881255884952
2616,Coded (1-5),0.8486174031529108
2616,True Scale,0.6019215412111628
2617,Coded (1-5),0.5826049874731349
2617,True Scale,0.5225601480422455
2618,Coded (1-5),0.806729789407487
2618,True Scale,0.66850976807952
2619,Coded (1-5),0.8241701708920524
2619,True Scale,0.6490187674986061
2620,Coded (1-5),1.0033424579932082
2620,True Scale,0.938461685484233
2621,Coded (1-5),0.9048018759162486
2621,True Scale,0.6857465458052426
2622,Coded (1-5),1.054890370095465
2622,True Scale,0.7830293723820644
2623,Coded (1-5),0.7309767875654967
2623,True Scale,0.48984391847957176
2624,Coded (1-5),1.0749397028294558
2624,True Scale,0.7321732901844505
2625,Coded (1-5),0.6635130553265467
2625,True Scale,0.5875675571129639
2626,Coded (1-5),0.8248870221628578
2626,True Scale,0.5713337114089405
2627,Coded (1-5),0.7793462563799303
2627,True Scale,0.6229568576131564
2628,Coded (1-5),0.8048930838651465
2628,True Scale,0.5186527918991106
2629,Coded (1-5),1.0495929861068762
2629,True Scale,0.7804282918235693
2630,Coded (1-5),0.9650411119875085
2630,True Scale,0.7833836821115072
2631,Coded (1-5),0.6491264446050531
2631,True Scale,0.38317544343300064
2632,Coded (1-5),0.7907039881042844
2632,True Scale,0.5567385626230252
2633,Coded (1-5),0.9155463696692301
2633,True Scale,0.6211168748010638
2634,Coded (1-5),0.6923495895669224
2634,True Scale,0.5014118522604532
2635,Coded (1-5),0.8557620972696137
2635,True Scale,0.6096932642529027
2636,Coded (1-5),1.040372115386566
2636,True Scale,0.7528990832514753
2637,Coded (1-5),0.6686908709680658
2637,True Scale,0.48119690019900246
2638,Coded (1-5),0.9393110751769913
2638,True Scale,0.7805251730118999
2639,Coded (1-5),0.6648552985846722
2639,True Scale,0.43366245800899383
2640,Coded (1-5),1.0080226950846274
2640,True Scale,0.8419739448945152
2641,Coded (1-5),0.8220542244918088
2641,True Scale,0.47579989279423257
2642,Coded (1-5),0.9306979034322909
2642,True Scale,0.7229619400771277
2643,Coded (1-5),0.8101304164347979
2643,True Scale,0.6220503369945471
2644,Coded (1-5),1.2443799918249219
2644,True Scale,1.0732234570646213
2645,Coded (1-5),0.6892393252402442
2645,True Scale,0.5452565880011654
2646,Coded (1-5),0.8330224414878976
2646,True Scale,0.575511093668878
2647,Coded (1-5),0.8558418232350782
2647,True Scale,0.7210730330991433
2648,Coded (1-5),0.6437203766368685
2648,True Scale,0.49531597471745487
2649,Coded (1-5),0.9763175926523018
2649,True Scale,0.7877734486813891
2650,Coded (1-5),0.7448971604174061
2650,True Scale,0.5108625927561292
2651,Coded (1-5),0.7276757383737066
2651,True Scale,0.5346641929844499
2652,Coded (1-5),1.1208237522663171
2652,True Scale,0.7944425010492248
2653,Coded (1-5),0.4298819410466749
2653,True Scale,0.2293748429325653
2654,Coded (1-5),0.9810409579523572
2654,True Scale,0.6774218730988829
2655,Coded (1-5),1.0415484919663824
2655,True Scale,0.7665909216321638
2656,Coded (1-5),0.7629929462695373
2656,True Scale,0.5397158610339987
2657,Coded (1-5),0.8448353545501186
2657,True Scale,0.6302900238395257
2658,Coded (1-5),0.775079845284795
2658,True Scale,0.5105984981143135
2659,Coded (1-5),0.7360367995625451
2659,True Scale,0.5567106885045485
2660,Coded (1-5),0.8244017810342061
2660,True Scale,0.5789403019033408
2661,Coded (1-5),0.7989331898661067
2661,True Scale,0.6002777966754016
2662,Coded (1-5),0.926848025886628
2662,True Scale,0.8365977833057562
2663,Coded (1-5),0.6476076293918172
2663,True Scale,0.4901580802016585
2664,Coded (1-5),1.0010930569694847
2664,True Scale,0.7503503275149273
2665,Coded (1-5),0.6908837974162709
2665,True Scale,0.38852782966657073
2666,Coded (1-5),0.659057670036319
2666,True Scale,0.44997530267964503
2667,Coded (1-5),0.9790693696189017
2667,True Scale,0.8251618701113745
2668,Coded (1-5),0.9993133610164671
2668,True Scale,0.6889220203567117
2669,Coded (1-5),0.937679183029583
2669,True Scale,0.6808076859669624
2670,Coded (1-5),0.5916591975627576
2670,True Scale,0.4515409410669465
2671,Coded (1-5),1.2339606129568754
2671,True Scale,0.9071900549550563
2672,Coded (1-5),0.8354764599859863
2672,True Scale,0.6989251451242544
2673,Coded (1-5),0.6441432298350597
2673,True Scale,0.617216935783
2674,Coded (1-5),0.7074695500114435
2674,True Scale,0.5596498222905295
2675,Coded (1-5),0.9191523061963321
2675,True Scale,0.6256475050179956
2676,Coded (1-5),0.7579265766119874
2676,True Scale,0.4320685283704976
2677,Coded (1-5),0.6611434188294373
2677,True Scale,0.42213004516270836
2678,Coded (1-5),0.8044541193379016
2678,True Scale,0.5313913730562303
2679,Coded (1-5),0.7387491026673483
2679,True Scale,0.723243167095348
2680,Coded (1-5),0.701407260207678
2680,True Scale,0.4765824984332261
2681,Coded (1-5),0.7361770425357193
2681,True Scale,0.5730604200792387
2682,Coded (1-5),0.982323646480238
2682,True Scale,0.9424854992918045
2683,Coded (1-5),0.7499189145356839
2683,True Scale,0.6536631571290705
2684,Coded (1-5),0.633436616675416
2684,True Scale,0.5489103875768683
2685,Coded (1-5),0.9500292083649188
2685,True Scale,0.6849611768265083
2686,Coded (1-5),0.9535781814857266
2686,True Scale,0.7479256866129546
2687,Coded (1-5),0.9252225480045458
2687,True Scale,0.6338200166727549
2688,Coded (1-5),0.6653134842557781
2688,True Scale,0.6327687875186738
2689,Coded (1-5),0.9178721308940011
2689,True Scale,0.6892083865593132
2690,Coded (1-5),0.8507682684054924
2690,True Scale,0.7650848193953941
2691,Coded (1-5),0.5653056137285617
2691,True Scale,0.2617677432491944
2692,Coded (1-5),0.8491437534903156
2692,True Scale,0.6551508947022067
2693,Coded (1-5),0.8371948447071403
2693,True Scale,0.5571471956413088
2694,Coded (1-5),0.957626870561591
2694,True Scale,0.6908668384221589
2695,Coded (1-5),0.7066324118040591
2695,True Scale,0.4128789006585206
2696,Coded (1-5),0.9432208128255963
2696,True Scale,0.8077577115575452
2697,Coded (1-5),1.003686321783001
2697,True Scale,0.7656648929109603
2698,Coded (1-5),0.8655107588825686
2698,True Scale,0.6666243822090779
2699,Coded (1-5),1.1158112158802893
2699,True Scale,0.8544858480693045
2700,Coded (1-5),0.8111325965114606
2700,True Scale,0.7143904901307957
2701,Coded (1-5),0.6600148241220984
2701,True Scale,0.5305267331708576
2702,Coded (1-5),0.9432208128255963
2702,True Scale,0.6141166196924437
2703,Coded (1-5),0.8898217662231814
2703,True Scale,0.6707770418954747
2704,Coded (1-5),1.0799040127981037
2704,True Scale,0.824834825391974
2705,Coded (1-5),0.8030041872965075
2705,True Scale,0.6857239417443238
2706,Coded (1-5),0.8206159695423689
2706,True Scale,0.694447336949937
2707,Coded (1-5),1.0303420058325465
2707,True Scale,0.724431586454929
2708,Coded (1-5),1.0313575993894355
2708,True Scale,0.7205615309022027
2709,Coded (1-5),0.7135424704548828
2709,True Scale,0.49925566092164075
2710,Coded (1-5),0.87368118746344
2710,True Scale,0.7747124952949241
2711,Coded (1-5),0.8137828422461694
2711,True Scale,0.6178683629189539
2712,Coded (1-5),0.9416235129761955
2712,True Scale,0.6349091188455013
2713,Coded (1-5),0.8112458625011102
2713,True Scale,0.6258822680698345
2714,Coded (1-5),0.6881455868111713
2714,True Scale,0.3978760122604184
2715,Coded (1-5),1.0660053028722543
2715,True Scale,0.6879380685115403
2716,Coded (1-5),0.8260652415257478
2716,True Scale,0.7114655020258538
2717,Coded (1-5),1.1544686153956365
2717,True Scale,0.8688205269471261
2718,Coded (1-5),0.7738331741997603
2718,True Scale,0.5393522214624189
2719,Coded (1-5),0.8164069104623308
2719,True Scale,0.6397776764475046
2720,Coded (1-5),0.9506806028995963
2720,True Scale,0.8053673796428106
2721,Coded (1-5),0.948563537487258
2721,True Scale,0.698726651021693
2722,Coded (1-5),0.7575538054480916
2722,True Scale,0.5467490484075775
2723,Coded (1-5),1.118770343839401
2723,True Scale,0.8476334905312671
2724,Coded (1-5),1.1828309626576876
2724,True Scale,0.9694686750965693
2725,Coded (1-5),0.8395206500587107
2725,True Scale,0.8058111720264065
2726,Coded (1-5),1.084170207412045
2726,True Scale,0.7929076339442945
2727,Coded (1-5),0.8190168912704174
2727,True Scale,0.6369062832288243
2728,Coded (1-5),1.1935925190802255
2728,True Scale,0.9119955163425905
2729,Coded (1-5),1.1211804071374394
2729,True Scale,0.9026451226705572
2730,Coded (1-5),0.8622602772522431
2730,True Scale,0.575417598507837
2731,Coded (1-5),0.7150864078980298
2731,True Scale,0.5077670874421057
2732,Coded (1-5),0.9812316395896409
2732,True Scale,0.7379745856477014
2733,Coded (1-5),0.8835124739765119
2733,True Scale,0.6271808300132226
2734,Coded (1-5),0.8310760678050528
2734,True Scale,0.6690541454290223
2735,Coded (1-5),0.694385425666285
2735,True Scale,0.49446948975443966
2736,Coded (1-5),0.9798113453374931
2736,True Scale,0.5898456566548934
2737,Coded (1-5),0.8381395325995514
2737,True Scale,0.6619260621361776
2738,Coded (1-5),0.7292344455172711
2738,True Scale,0.42322582229529926
2739,Coded (1-5),0.6779571515078042
2739,True Scale,0.4751766418793851
2740,Coded (1-5),0.895257140295513
2740,True Scale,0.683217734754335
2741,Coded (1-5),0.746140582773347
2741,True Scale,0.6120555730956482
2742,Coded (1-5),0.7525131676770239
2742,True Scale,0.4742581630317342
2743,Coded (1-5),0.7121327735835258
2743,True Scale,0.4560293428088247
2744,Coded (1-5),0.8074264451926757
2744,True Scale,0.6684235748839298
2745,Coded (1-5),0.7868985818088323
2745,True Scale,0.717011797508941
2746,Coded (1-5),0.9209349704720138
2746,True Scale,0.6998127189028938
2747,Coded (1-5),0.8281286162134966
2747,True Scale,0.6570672967354462
2748,Coded (1-5),0.9452685803663721
2748,True Scale,0.6754122265463621
2749,Coded (1-5),0.8015713045583596
2749,True Scale,0.59640400780885
2750,Coded (1-5),0.36614546289692024
2750,True Scale,0.2065467321255306
2751,Coded (1-5),0.8230200940833028
2751,True Scale,0.6966322765113293
2752,Coded (1-5),0.7481576084681181
2752,True Scale,0.5307054156534565
2753,Coded (1-5),0.9447845626856816
2753,True Scale,0.82066661839811506
2754,Coded (1-5),0.6985354731356999
2754,True Scale,0.4524439135259857
2755,Coded (1-5),0.9382778418296545
2755,True Scale,0.6573129724387617
2756,Coded (1-5),1.0896608986370189
2756,True Scale,0.9083855419037162
2757,Coded (1-5),1.2447215846644417
2757,True Scale,1.1644022273536667
2758,Coded (1-5),0.7161757128771119
2758,True Scale,0.39216050799343155
2759,Coded (1-5),1.1047578435949401
2759,True Scale,0.8558448022135826
2760,Coded (1-5),0.946184028933973
2760,True Scale,0.770279166249904
2761,Coded (1-5),0.7285874832564329
2761,True Scale,0.5205538705019511
2762,Coded (1-5),0.7358772466428067
2762,True Scale,0.46880079098675975
2763,Coded (1-5),0.7590811305989882
2763,True Scale,0.6358965538580473
2764,Coded (1-5),1.1396100936165203
2764,True Scale,0.8091374507836314
2765,Coded (1-5),0.8782734114999428
2765,True Scale,0.7647607423321174
2766,Coded (1-5),0.822069159453405
2766,True Scale,0.6552288062730441
2767,Coded (1-5),0.8800374173523141
2767,True Scale,0.655092727946568
2768,Coded (1-5),0.8692929031879583
2768,True Scale,0.6060759800053699
2769,Coded (1-5),0.9001458075012303
2769,True Scale,0.685376677930934
2770,Coded (1-5),0.9363795660299596
2770,True Scale,0.9062322390028119
2771,Coded (1-5),0.6684613089511572
2771,True Scale,0.49403374777990655
2772,Coded (1-5),0.8810401093072578
2772,True Scale,0.7233018214900605
2773,Coded (1-5),1.0026669560581685
2773,True Scale,0.8148678716484398
2774,Coded (1-5),0.5697090892789632
2774,True Scale,0.36104722334547995
2775,Coded (1-5),1.0400168868366393
2775,True Scale,0.7892734608086063
2776,Coded (1-5),0.7974067231879057
2776,True Scale,0.6161938189969347
2777,Coded (1-5),0.6383785186527725
2777,True Scale,0.43952909461490297
2778,Coded (1-5),0.8771701712288674
2778,True Scale,0.5934578034531204
2779,Coded (1-5),1.1838245592291219
2779,True Scale,0.8288736064079998
2780,Coded (1-5),0.8500651100962135
2780,True Scale,0.5860508260834724
2781,Coded (1-5),0.9426169601688403
2781,True Scale,0.6979735431251269
2782,Coded (1-5),0.8249707711112199
2782,True Scale,0.47358696712358384
2783,Coded (1-5),0.6245250394537233
2783,True Scale,0.48651456472830584
2784,Coded (1-5),1.0895826564059843
2784,True Scale,0.7829625467209717
2785,Coded (1-5),0.9093745767133953
2785,True Scale,0.7339073880948472
2786,Coded (1-5),1.1019735261733927
2786,True Scale,0.7687143646852664
2787,Coded (1-5),0.8414719037853976
2787,True Scale,0.6604315568320165
2788,Coded (1-5),0.8294818142432785
2788,True Scale,0.6951996102261526
2789,Coded (1-5),0.8026670344738511
2789,True Scale,0.5941951325855145
2790,Coded (1-5),0.7018424920005106
2790,True Scale,0.5642227588318206
2791,Coded (1-5),0.874261857453382
2791,True Scale,0.6346957378799666
2792,Coded (1-5),0.9746333969462568
2792,True Scale,0.8051234662662354
2793,Coded (1-5),0.6453300827555213
2793,True Scale,0.5027118391028825
2794,Coded (1-5),0.7917428446275432
2794,True Scale,0.5492061006825004
2795,Coded (1-5),0.9259751662659914
2795,True Scale,0.7457002678591964
2796,Coded (1-5),0.9687364957831046
2796,True Scale,0.8047279218362099
2797,Coded (1-5),0.5283531705025137
2797,True Scale,0.3335790783263765
2798,Coded (1-5),0.7313934809595299
2798,True Scale,0.5701418285039701
2799,Coded (1-5),0.8580047301965106
2799,True Scale,0.7283598805969689
2800,Coded (1-5),0.8124884438317467
2800,True Scale,0.5744850557784102
2801,Coded (1-5),1.1570419205122273
2801,True Scale,0.7876639582658952
2802,Coded (1-5),1.1679150638111089
2802,True Scale,0.93121899984911
2803,Coded (1-5),0.940588413989556
2803,True Scale,0.6282202853923796
2804,Coded (1-5),0.8175600860988885
2804,True Scale,0.5867093379086172
2805,Coded (1-5),0.6776344189879239
2805,True Scale,0.5330645038587116
2806,Coded (1-5),0.748216608470826
2806,True Scale,0.5756052568336055
2807,Coded (1-5),1.0281877479194397
2807,True Scale,0.8116409200193642
2808,Coded (1-5),0.8034906434808975
2808,True Scale,0.5790422770324007
2809,Coded (1-5),0.8044026985720734
2809,True Scale,0.6927434780046923
2810,Coded (1-5),0.8303474889899631
2810,True Scale,0.7803087903348143
2811,Coded (1-5),1.0699505904452595
2811,True Scale,0.9757322802921792
2812,Coded (1-5),1.2773441435860498
2812,True Scale,0.9615506099797348
2813,Coded (1-5),0.8770541389747917
2813,True Scale,0.762228742345728
2814,Coded (1-5),0.9994434033247117
2814,True Scale,0.7115864932582413
2815,Coded (1-5),0.9399051760084166
2815,True Scale,0.5901634612594129
2816,Coded (1-5),1.132739352358855
2816,True Scale,0.7921327029788333
2817,Coded (1-5),0.8299568256924734
2817,True Scale,0.6738805385336996
2818,Coded (1-5),0.8287963431375094
2818,True Scale,0.5510817265843965
2819,Coded (1-5),1.3016984465844743
2819,True Scale,0.974189938807911
2820,Coded (1-5),0.8025397198592275
2820,True Scale,0.6773947343406785
2821,Coded (1-5),0.9777117184296715
2821,True Scale,0.8001563765609765
2822,Coded (1-5),0.6608278937055412
2822,True Scale,0.44419565920392373
2823,Coded (1-5),1.0045559139588314
2823,True Scale,0.7622839125590177
2824,Coded (1-5),0.8385232450075254
2824,True Scale,0.6625935224983992
2825,Coded (1-5),0.8800012428527141
2825,True Scale,0.6220680038832688
2826,Coded (1-5),0.8390105731940458
2826,True Scale,0.7833273901312615
2827,Coded (1-5),0.9902626697188778
2827,True Scale,0.7831839181874611
2828,Coded (1-5),0.8295110493371447
2828,True Scale,0.6938735157578809
2829,Coded (1-5),0.9312858413147358
2829,True Scale,0.7617909546027856
2830,Coded (1-5),0.8913492519749162
2830,True Scale,0.6876261567559948
2831,Coded (1-5),0.9707549303378554
2831,True Scale,0.7250152461737747
2832,Coded (1-5),0.7640450844712613
2832,True Scale,0.5817518188692372
2833,Coded (1-5),0.9298068853220097
2833,True Scale,0.6970385485914237
2834,Coded (1-5),0.7163437404969681
2834,True Scale,0.5014126646988181
2835,Coded (1-5),1.0940984546974868
2835,True Scale,0.8646995789583606
2836,Coded (1-5),0.8682297614302268
2836,True Scale,0.5838736496728077
2837,Coded (1-5),0.8495856362287134
2837,True Scale,0.5957819082812718
2838,Coded (1-5),1.1098265674673582
2838,True Scale,0.9295551773911216
2839,Coded (1-5),0.9381294298578242
2839,True Scale,0.7044265161532627
2840,Coded (1-5),0.6104641318663705
2840,True Scale,0.4263566024985288
2841,Coded (1-5),0.8728544246469552
2841,True Scale,0.691098226952109
2842,Coded (1-5),0.9639531284262823
2842,True Scale,0.6577362773660663
2843,Coded (1-5),0.7405325859039275
2843,True Scale,0.4570698865458285
2844,Coded (1-5),0.8896773905746457
2844,True Scale,0.6483997930564452
2845,Coded (1-5),0.8148433838396578
2845,True Scale,0.6666309672602798
2846,Coded (1-5),0.8965782998355439
2846,True Scale,0.7335397809225952
2847,Coded (1-5),0.8660312612242429
2847,True Scale,0.6541382282433619
2848,Coded (1-5),1.047537894368699
2848,True Scale,0.7990338741158964
2849,Coded (1-5),0.936992268398784
2849,True Scale,0.6318505341134222
2850,Coded (1-5),1.025701988524792
2850,True Scale,0.685255525650552
2851,Coded (1-5),1.023150300265838
2851,True Scale,0.72851860001743
2852,Coded (1-5),0.6274119716968326
2852,True Scale,0.43881576822324503
2853,Coded (1-5),0.6647463127594534
2853,True Scale,0.5740711263549461
2854,Coded (1-5),0.9772530219447744
2854,True Scale,0.8178808911558101
2855,Coded (1-5),0.995342340633697
2855,True Scale,0.7852078957321664
2856,Coded (1-5),0.8243218614137591
2856,True Scale,0.5299553059693445
2857,Coded (1-5),0.9560186319910082
2857,True Scale,0.8576628502207733
2858,Coded (1-5),0.9323455865090619
2858,True Scale,0.6537591001593402
2859,Coded (1-5),0.9127876386362034
2859,True Scale,0.7672742589380791
2860,Coded (1-5),0.7297675780083183
2860,True Scale,0.4374555455160533
2861,Coded (1-5),0.9753303060703667
2861,True Scale,0.7805167708224364
2862,Coded (1-5),0.9489757649217733
2862,True Scale,0.7597259534154102
2863,Coded (1-5),0.8560606511764205
2863,True Scale,0.6164943918867509
2864,Coded (1-5),0.3514200313678083
2864,True Scale,0.20728590231042324
2865,Coded (1-5),0.8938664724147063
2865,True Scale,0.704762750032135
2866,Coded (1-5),0.9239303953787374
2866,True Scale,0.6849977395208875
2867,Coded (1-5),0.6481935914540236
2867,True Scale,0.5167526492807017
2868,Coded (1-5),0.9733216432487294
2868,True Scale,0.8124597548276242
2869,Coded (1-5),0.7739278675759511
2869,True Scale,0.7017191906659576
2870,Coded (1-5),0.7040605459316037
2870,True Scale,0.4462264133160461
2871,Coded (1-5),0.8606503308277109
2871,True Scale,0.6380513347537955
2872,Coded (1-5),0.9069576998647458
2872,True Scale,0.7169763883471527
2873,Coded (1-5),0.9670578571776193
2873,True Scale,0.6852180086905696
2874,Coded (1-5),1.0456804471920602
2874,True Scale,0.81816620748039
2875,Coded (1-5),0.9616410467810621
2875,True Scale,0.5829189535799427
2876,Coded (1-5),0.4727103939498153
2876,True Scale,0.39640642579717816
2877,Coded (1-5),1.1379725886184429
2877,True Scale,1.011688980900192
2878,Coded (1-5),0.6717832069826507
2878,True Scale,0.4437877135626688
2879,Coded (1-5),0.8504683485583495
2879,True Scale,0.5453363583724974
2880,Coded (1-5),0.7569991648727991
2880,True Scale,0.48634450858303885
2881,Coded (1-5),0.95519307370266
2881,True Scale,0.6956157444848611
2882,Coded (1-5),0.977759476136985
2882,True Scale,0.6844526238370706
2883,Coded (1-5),0.9233743977011813
2883,True Scale,0.6876007943567553
2884,Coded (1-5),0.9254812108326808
2884,True Scale,0.6074252086516749
2885,Coded (1-5),1.2544508993274823
2885,True Scale,1.074818469147333
2886,Coded (1-5),0.9848874763795616
2886,True Scale,0.6853919708828751
2887,Coded (1-5),1.088455908034985
2887,True Scale,0.8561892605557548
2888,Coded (1-5),0.889781333956789
2888,True Scale,0.8240735849646743
2889,Coded (1-5),0.7912561258805302
2889,True Scale,0.6215610592636043
2890,Coded (1-5),1.0794851167447963
2890,True Scale,0.9169596841342514
2891,Coded (1-5),0.9309249080870347
2891,True Scale,0.698244587393145
2892,Coded (1-5),0.7023668285579034
2892,True Scale,0.5728339346457783
2893,Coded (1-5),0.9780389361737605
2893,True Scale,0.7890381554939279
2894,Coded (1-5),0.6970478080485502
2894,True Scale,0.4351451453918645
2895,Coded (1-5),1.0367198903427366
2895,True Scale,0.7220507376770195
2896,Coded (1-5),1.103152885851041
2896,True Scale,0.8086496961215297
2897,Coded (1-5),1.1413311314918642
2897,True Scale,0.8698290860076707
2898,Coded (1-5),1.0090174922831807
2898,True Scale,0.7456195432252769
2899,Coded (1-5),0.85232003614455
2899,True Scale,0.6605137742666938
2900,Coded (1-5),0.8018357895824777
2900,True Scale,0.5317059544503859
2901,Coded (1-5),1.0032047977430165
2901,True Scale,0.7844852578168809
2902,Coded (1-5),0.7144760007238576
2902,True Scale,0.6036124472044341
2903,Coded (1-5),0.9385445435692362
2903,True Scale,0.6345273251665813
2904,Coded (1-5),0.9711836373178095
2904,True Scale,0.7413920760232383
2905,Coded (1-5),0.9207470723542618
2905,True Scale,0.7530962478238513
2906,Coded (1-5),0.7267819355334079
2906,True Scale,0.4823593990583926
2907,Coded (1-5),0.7817787936441998
2907,True Scale,0.5354026937049144
2908,Coded (1-5),0.6497714018005725
2908,True Scale,0.4402303757830926
2909,Coded (1-5),0.9651039234397865
2909,True Scale,0.6984875951292625
2910,Coded (1-5),0.7299194841145208
2910,True Scale,0.4677389180689832
2911,Coded (1-5),0.7216341407247033
2911,True Scale,0.5192816589390798
2912,Coded (1-5),0.8667348140317788
2912,True Scale,0.6864127741902591
2913,Coded (1-5),1.185908040357401
2913,True Scale,0.9038900415597857
2914,Coded (1-5),0.7419031505669176
2914,True Scale,0.4677416140018639
2915,Coded (1-5),0.9423405439184864
2915,True Scale,0.6916623757369096
2916,Coded (1-5),0.9184531730050475
2916,True Scale,0.7315578296666961
2917,Coded (1-5),1.182880806220098
2917,True Scale,0.9138200407130452
2918,Coded (1-5),1.1102426627912523
2918,True Scale,0.9338727687223847
2919,Coded (1-5),0.8532030408218094
2919,True Scale,0.6026608636803567
2920,Coded (1-5),0.936114038926614
2920,True Scale,0.6953049526996932
2921,Coded (1-5),0.8862343212188409
2921,True Scale,0.6109584684287485
2922,Coded (1-5),1.0148691532099545
2922,True Scale,0.7513733541547112
2923,Coded (1-5),0.7543196965928064
2923,True Scale,0.4697817765326616
2924,Coded (1-5),0.714435142785333
2924,True Scale,0.4351110245029094
2925,Coded (1-5),1.0990372355786153
2925,True Scale,0.9557185777575675
2926,Coded (1-5),1.2100049595366649
2926,True Scale,1.0415791398779317
2927,Coded (1-5),0.8305016849835204
2927,True Scale,0.5380456054811428
2928,Coded (1-5),0.5891383003726459
2928,True Scale,0.47219716285478064
2929,Coded (1-5),1.0716945443321473
2929,True Scale,0.7174103822564226
2930,Coded (1-5),0.7491162396672771
2930,True Scale,0.6597693333193163
2931,Coded (1-5),0.9604631486672468
2931,True Scale,0.7882371026794587
2932,Coded (1-5),1.059353199489343
2932,True Scale,0.7227313037102396
2933,Coded (1-5),0.6546193516247995
2933,True Scale,0.5651463279419465
2934,Coded (1-5),1.114054665981978
2934,True Scale,0.7738927260093619
2935,Coded (1-5),1.0091295959570623
2935,True Scale,0.8755071139263122
2936,Coded (1-5),0.7180396313842619
2936,True Scale,0.5376214089485092
2937,Coded (1-5),0.7406751877094409
2937,True Scale,0.4631318795948066
2938,Coded (1-5),1.0277318373992816
2938,True Scale,0.8720000575448938
2939,Coded (1-5),1.1029438745507532
2939,True Scale,0.7935485913551105
2940,Coded (1-5),0.9120917832896085
2940,True Scale,0.7638849835360043
2941,Coded (1-5),0.7645700679474143
2941,True Scale,0.5874350720215437
2942,Coded (1-5),0.6172000570950461
2942,True Scale,0.5097795606620327
2943,Coded (1-5),1.0027557611461018
2943,True Scale,0.7457382019597463
2944,Coded (1-5),0.8156973357039381
2944,True Scale,0.7122340266878341
2945,Coded (1-5),0.6828975508847958
2945,True Scale,0.5383762753754708
2946,Coded (1-5),1.0432165591881455
2946,True Scale,0.8394921544213922
2947,Coded (1-5),0.8280582291600711
2947,True Scale,0.640913539705928
2948,Coded (1-5),1.012085087679062
2948,True Scale,1.0088301939647137
2949,Coded (1-5),0.7592197778722959
2949,True Scale,0.46718109878121117
2950,Coded (1-5),0.949377777276189
2950,True Scale,0.7236162617801553
2951,Coded (1-5),0.8067513958086988
2951,True Scale,0.5193353665458675
2952,Coded (1-5),1.1194902531805677
2952,True Scale,0.9476986698172832
2953,Coded (1-5),0.8961638711538569
2953,True Scale,0.6201442223760941
2954,Coded (1-5),0.7345134481425799
2954,True Scale,0.5767981106200853
2955,Coded (1-5),0.8284926070883192
2955,True Scale,0.6525371475766485
2956,Coded (1-5),1.1207510143126511
2956,True Scale,0.9362860003109191
2957,Coded (1-5),0.9663572069099123
2957,True Scale,0.8171733976189719
2958,Coded (1-5),0.5289668566969681
2958,True Scale,0.33571847123062015
2959,Coded (1-5),1.1539870996096417
2959,True Scale,0.8658868960800071
2960,Coded (1-5),0.6948102316419423
2960,True Scale,0.48806355650466293
2961,Coded (1-5),0.8052146125146293
2961,True Scale,0.6610985980954031
2962,Coded (1-5),0.6076375549684617
2962,True Scale,0.504254864531077
2963,Coded (1-5),0.9343477403033659
2963,True Scale,0.6976788417314035
2964,Coded (1-5),0.7903656974105635
2964,True Scale,0.4347364026057859
2965,Coded (1-5),0.8822509871246477
2965,True Scale,0.5896301934582542
2966,Coded (1-5),0.8123527940393881
